x1	x2	x3	x4	x5	y
0.610110844	0.906959172	0.925078045	0.722225558	0.925078045	2.136321305
0.352801322	0.492730498	0.477381749	0.302526323	0.492730498	0.852419817
0.373146636	0.965833822	0.731795132	0.581828397	0.965833822	1.811864723
0.885020035	0.236641709	0.248316847	0.457769434	0.885020035	1.72704262
0.120323296	0.614306531	0.409135865	0.40078861	0.614306531	0.88011906
0.92682904	0.909490036	0.880041953	0.702387869	0.92682904	2.586230496
0.427490459	0.96164605	0.586734691	0.353303158	0.96164605	1.708625241
0.415631808	0.758266048	0.137124874	0.116528452	0.758266048	1.034992984
0.14052659	0.180721991	0.966747746	0.087141722	0.966747746	1.161208045
0.516740243	0.295113437	0.463069855	0.056699056	0.516740243	0.920418858
0.700236698	0.780947745	0.235104058	0.731762166	0.780947745	1.454883162
0.683071983	0.425569603	0.238878107	0.722203328	0.722203328	1.290449923
0.122286376	0.745916137	0.17344682	0.859421332	0.859421332	1.003752071
0.134481002	0.055819225	0.232028313	0.022247423	0.232028313	0.263065094
0.024019734	0.988006753	0.682333956	0.790928637	0.988006753	1.662734257
0.800068677	0.961771842	0.95721305	0.954585717	0.961771842	2.522502288
0.418354726	0.320085086	0.337696736	0.772599913	0.772599913	1.055712278
0.909732837	0.936141677	0.737918371	0.704588146	0.936141677	2.454551653
0.70632434	0.090430829	0.748831394	0.904383483	0.904383483	1.470995
0.329168464	0.386234362	0.589434105	0.414336807	0.589434105	0.925445689
0.014965677	0.946964464	0.910657951	0.948094357	0.948094357	1.810679048
0.009983555	0.465916178	0.39088658	0.531391686	0.531391686	0.713611738
0.458456371	0.817320391	0.012408343	0.286011818	0.817320391	1.037644228
0.867319434	0.960404889	0.564534927	0.473275295	0.960404889	2.254829994
0.210521032	0.93256221	0.013600556	0.097284678	0.93256221	0.98956468
0.867151782	0.258506295	0.153715201	0.31670923	0.867151782	1.658840342
0.341358362	0.878705672	0.318538795	0.375573882	0.878705672	1.275133049
0.377039936	0.47016376	0.427357537	0.596167627	0.596167627	0.939254766
0.887763994	0.60702825	0.525968654	0.040812501	0.887763994	1.995166735
0.206126914	0.453240765	0.146833841	0.856787584	0.856787584	0.965826971
0.224872299	0.477800254	0.807862754	0.670996273	0.807862754	1.244427334
0.850832002	0.543413899	0.535534435	0.312890324	0.850832002	1.865763954
0.74878017	0.142232525	0.180267767	0.792169698	0.792169698	1.37848138
0.835665921	0.830213041	0.617890183	0.561852625	0.835665921	2.046983941
0.034472538	0.474055932	0.435606539	0.665138767	0.665138767	0.872828987
0.936990118	0.277804528	0.854089199	0.716507132	0.936990118	2.052210446
0.741870073	0.69372349	0.119883444	0.872379165	0.872379165	1.505916331
0.571451845	0.602296009	0.861969062	0.730788087	0.861969062	1.7076868
0.600957585	0.840808377	0.43437927	0.98596068	0.98596068	1.712340429
0.797354442	0.179717068	0.491574103	0.456821348	0.797354442	1.521472805
0.41816629	0.641781755	0.795397915	0.39767993	0.795397915	1.48073283
0.286584895	0.03830879	0.930192223	0.514478633	0.930192223	1.047957663
0.067068233	0.648425006	0.119153463	0.425693169	0.648425006	0.730185239
0.076124285	0.629678438	0.618951256	0.686562809	0.686562809	1.082097976
0.943981419	0.380924038	0.691246565	0.951524002	0.951524002	2.105937355
0.717322549	0.221311112	0.700117834	0.746857464	0.746857464	1.41635296
0.828013238	0.919186598	0.837013462	0.81224612	0.919186598	2.374164076
0.446267048	0.30008916	0.489335009	0.561862557	0.561862557	0.907860966
0.057295217	0.154558983	0.393960909	0.384146526	0.393960909	0.458133849
0.107402418	0.664703371	0.245829405	0.472060559	0.664703371	0.839642284
0.936245627	0.846092378	0.199662154	0.837266992	0.936245627	1.981734129
0.396266983	0.246486069	0.315606609	0.374510619	0.396266983	0.631087137
0.483044293	0.766494515	0.382184842	0.401662832	0.766494515	1.292768889
0.195571219	0.541520747	0.571979889	0.249312925	0.571979889	0.919966968
0.844251041	0.860373605	0.265726599	0.956160312	0.956160312	1.897544285
0.762683841	0.168622538	0.986563683	0.646341454	0.986563683	1.734607197
0.864223405	0.08798248	0.803190286	0.439371447	0.864223405	1.681772174
0.684540448	0.176828419	0.50834342	0.662835244	0.684540448	1.243025637
0.827272643	0.45807215	0.691090537	0.503385098	0.827272643	1.828221997
0.114772304	0.593771321	0.752791445	0.865676954	0.865676954	1.325835606
0.232410804	0.789863959	0.84306586	0.778496028	0.84306586	1.56298798
0.505154616	0.901777054	0.4924271	0.530094056	0.901777054	1.601017699
0.615892702	0.593913621	0.878994711	0.04985294	0.878994711	1.780365462
0.129775662	0.712659643	0.684562407	0.396025341	0.712659643	1.217361365
0.399793346	0.173490172	0.179178156	0.202486701	0.399793346	0.590713714
0.592098831	0.235540593	0.730758737	0.804308855	0.804308855	1.327013227
0.773250466	0.311895981	0.467871676	0.558354225	0.773250466	1.517094045
0.045392022	0.412217154	0.130026627	0.132587993	0.412217154	0.467876796
0.445074616	0.397671654	0.958765777	0.517062362	0.958765777	1.538131164
0.437408381	0.110896441	0.013577502	0.35015583	0.437408381	0.63024017
0.1886692	0.9743702	0.241447966	0.660168674	0.9743702	1.24522597
0.60660793	0.831999992	0.120739278	0.353064225	0.831999992	1.300428251
0.994458463	0.563984051	0.207537741	0.687747264	0.994458463	2.100454074
0.287007224	0.681526717	0.161776599	0.360893069	0.681526717	0.874154938
0.325839726	0.200577628	0.410001966	0.680046378	0.680046378	0.868455127
0.966360973	0.989668612	0.415795093	0.935712841	0.989668612	2.335021495
0.300033314	0.20013826	0.579768276	0.286977565	0.579768276	0.785822079
0.35418894	0.974368231	0.823829723	0.134411168	0.974368231	1.902531546
0.486483481	0.587549799	0.638891824	0.216703608	0.638891824	1.250938765
0.331282057	0.631374656	0.74614926	0.310124052	0.74614926	1.326996794
0.352171793	0.023013155	0.346705127	0.728452331	0.728452331	0.860456082
0.866435948	0.412277146	0.58715508	0.870467815	0.870467815	1.863249688
0.480627328	0.76682222	0.263441254	0.622618972	0.76682222	1.199837455
0.361368168	0.895971334	0.507935596	0.174390327	0.895971334	1.48165402
0.077070958	0.644964141	0.567135316	0.79708306	0.79708306	1.168804934
0.505391018	0.300413551	0.544101872	0.462022038	0.544101872	0.962977528
0.585818486	0.453710513	0.551225386	0.466338104	0.585818486	1.179098538
0.184100768	0.335453607	0.077790882	0.976023609	0.976023609	1.036011933
0.089877111	0.750898022	0.76479455	0.961458671	0.961458671	1.543819281
0.182642869	0.046365503	0.381542726	0.023502457	0.381542726	0.432591564
0.162627733	0.73052286	0.48203934	0.647756294	0.73052286	1.109111398
0.221786226	0.693805942	0.125680556	0.96453868	0.96453868	1.100925727
0.416637914	0.194544785	0.908558897	0.471590193	0.908558897	1.258901444
0.427828127	0.55938052	0.728837091	0.047818994	0.728837091	1.319571268
0.230261322	0.566004735	0.956664285	0.10940683	0.956664285	1.551161077
0.976531884	0.98733988	0.116897872	0.503910965	0.98733988	2.056372333
0.437513267	0.31834487	0.809550134	0.115451419	0.809550134	1.258684126
0.740437464	0.711504264	0.100423616	0.69931107	0.740437464	1.360136932
0.74707887	0.241828187	0.563745282	0.842896602	0.842896602	1.53735294
0.501513786	0.274942708	0.645945085	0.093038448	0.645945085	1.075059053
0.473741097	0.560023	0.271889418	0.752722112	0.752722112	1.129417066
0.278731195	0.926496709	0.497190256	0.957076933	0.957076933	1.495413148
0.236143567	0.58320302	0.933829117	0.002304156	0.933829117	1.534204862
0.103866868	0.784996841	0.705786565	0.478969861	0.784996841	1.349825391
0.913186812	0.640095174	0.133628028	0.431803331	0.913186812	1.832631623
0.861488234	0.020677237	0.870677254	0.948759555	0.948759555	1.708924732
0.322927026	0.693647668	0.79464383	0.363910222	0.79464383	1.450128533
0.462419518	0.474719562	0.799850378	0.293158796	0.799850378	1.39338681
0.485919363	0.459896556	0.67178019	0.285179907	0.67178019	1.216847214
0.137481257	0.040921152	0.700039933	0.943474445	0.943474445	0.991021982
0.713629998	0.13081832	0.454520929	0.67394454	0.713629998	1.282357437
0.584507112	0.113987127	0.593633414	0.418900111	0.593633414	1.002948545
0.914755175	0.301937514	0.122908127	0.988162017	0.988162017	1.862049621
0.192577199	0.881642411	0.572046401	0.570042232	0.881642411	1.423068757
0.107873721	0.408857658	0.475677874	0.382118454	0.475677874	0.681799156
0.659281995	0.738166519	0.064608037	0.320066578	0.738166519	1.220510758
0.844430308	0.957579754	0.197943158	0.033482986	0.957579754	1.86018866
0.405184077	0.074749765	0.081429922	0.029137085	0.405184077	0.57544508
0.064997527	0.421212972	0.599841717	0.387672804	0.599841717	0.856727508
0.252862056	0.491710883	0.549128996	0.088622768	0.549128996	0.88308092
0.828856269	0.648322849	0.527874946	0.104904305	0.828856269	1.858092372
0.69074758	0.284940983	0.704022029	0.784416873	0.784416873	1.462153822
0.572796372	0.48534069	0.979002148	0.277315823	0.979002148	1.78224741
0.672003547	0.098267721	0.31766197	0.137125889	0.672003547	1.154808233
0.237723597	0.692261244	0.145808117	0.458515021	0.692261244	0.849711061
0.66315019	0.883752635	0.683273796	0.914262083	0.914262083	1.957875275
0.256888494	0.948603644	0.080691184	0.475163674	0.948603644	1.091139294
0.382798807	0.535580853	0.158072444	0.159418434	0.535580853	0.766776354
0.209331514	0.372323728	0.203924489	0.692259386	0.692259386	0.812004995
0.64439682	0.813889936	0.420331237	0.868205632	0.868205632	1.625556258
0.98935099	0.194302136	0.911736066	0.115316095	0.98935099	2.145318638
0.790424599	0.356944724	0.012774176	0.84487913	0.84487913	1.474209852
0.360366147	0.063897566	0.380622283	0.621655843	0.621655843	0.77584044
0.645663277	0.68161858	0.589162664	0.493966714	0.68161858	1.500083866
0.970273378	0.95241577	0.939219949	0.508582001	0.970273378	2.806231698
0.724563253	0.039993756	0.689353231	0.564401156	0.724563253	1.277124985
0.679972793	0.829425535	0.630979942	0.494995997	0.829425535	1.81513941
0.421760601	0.971879499	0.42175597	0.068267903	0.971879499	1.559657485
0.311909967	0.195304788	0.810635261	0.673546971	0.810635261	1.066244037
0.080765478	0.327986712	0.371338244	0.681048679	0.681048679	0.809365751
0.754744646	0.247499928	0.47201261	0.523979595	0.754744646	1.441207213
0.114700344	0.508868378	0.158835388	0.691841619	0.691841619	0.785824094
0.996094203	0.110810357	0.226664441	0.581540322	0.996094203	2.013414631
0.304792927	0.059221506	0.513811861	0.724513628	0.724513628	0.847841069
0.69123353	0.249735599	0.237982135	0.836943635	0.836943635	1.374180039
0.967592603	0.940232131	0.999558507	0.207633686	0.999558507	2.875610978
0.956493531	0.49753414	0.581515547	0.037092422	0.956493531	2.160697242
0.541984504	0.393892405	0.382251177	0.268180481	0.541984504	0.986297542
0.86164147	0.883431528	0.523883888	0.145734957	0.883431528	2.088673095
0.633292551	0.995606894	0.774798054	0.241201737	0.995606894	2.168060633
0.383187031	0.185658221	0.560994265	0.565201217	0.565201217	0.816186714
0.484166048	0.685223777	0.523091985	0.279438717	0.685223777	1.278075604
0.021226525	0.926322486	0.991756394	0.35864099	0.991756394	1.910893208
0.476610229	0.143504411	0.02921773	0.826112453	0.826112453	1.057462636
0.679042975	0.520291577	0.686326858	0.386000743	0.686326858	1.504516303
0.863598413	0.122076568	0.415123687	0.844525316	0.863598413	1.660077508
0.896258151	0.268244463	0.444748834	0.213597212	0.896258151	1.818838237
0.667062382	0.862577023	0.653879004	0.66388004	0.862577023	1.87157025
0.854681727	0.766397895	0.754689732	0.952420749	0.952420749	2.261294226
0.338813855	0.043291543	0.8830484	0.240729865	0.8830484	1.036071756
0.265562311	0.95598379	0.132990739	0.351452365	0.95598379	1.153644122
0.910621252	0.430667438	0.049327733	0.33460703	0.910621252	1.761096165
0.343957153	0.99631634	0.373277081	0.071449795	0.99631634	1.486524918
0.385915243	0.427211019	0.231394891	0.536482529	0.536482529	0.784267551
0.93549694	0.47073701	0.861400679	0.513526056	0.93549694	2.216144644
0.326580303	0.764681549	0.879180328	0.25448663	0.879180328	1.658127999
0.085748202	0.078270048	0.874226132	0.223049055	0.874226132	0.950004607
0.629552836	0.572955351	0.73290739	0.828359094	0.828359094	1.644619079
0.722880588	0.286547703	0.100159077	0.155902557	0.722880588	1.274137286
0.894225047	0.787275754	0.720735928	0.397868464	0.894225047	2.261281402
0.377379492	0.578491495	0.490638119	0.720260327	0.720260327	1.146505587
0.928896458	0.839816526	0.832694671	0.825960193	0.928896458	2.491055833
0.676965037	0.20241514	0.60275288	0.263592948	0.676965037	1.257253007
0.263003147	0.599801545	0.396994041	0.307207076	0.599801545	0.90708984
0.704429229	0.788236147	0.758286509	0.547852449	0.788236147	1.882165523
0.581540543	0.900216151	0.10962598	0.234786812	0.900216151	1.337092632
0.685656321	0.703760185	0.778983726	0.889562302	0.889562302	1.907904623
0.158906233	0.738891478	0.623356537	0.351013277	0.738891478	1.224735502
0.17601506	0.701889766	0.457169705	0.617773752	0.701889766	1.053753805
0.391925005	0.524263728	0.599452375	0.821591156	0.821591156	1.289467503
0.775842359	0.066547052	0.264995037	0.172151428	0.775842359	1.395408363
0.948993714	0.574148195	0.923161986	0.623172051	0.948993714	2.379614572
0.016255866	0.548175768	0.556409764	0.029161294	0.556409764	0.861684367
0.745498432	0.965593261	0.95792084	0.674471365	0.965593261	2.44632308
0.438131308	0.886245671	0.82316951	0.033071099	0.886245671	1.807735128
0.828500697	0.151108605	0.083177229	0.437611161	0.828500697	1.527482898
0.233550668	0.757904036	0.702835331	0.843761055	0.843761055	1.430988703
0.152805101	0.923975239	0.195099151	0.374183962	0.923975239	1.127591423
0.100449434	0.702877677	0.968312822	0.508373743	0.968312822	1.659008379
0.731118366	0.399553712	0.400796199	0.269173704	0.731118366	1.425792039
0.464893681	0.836385699	0.555025844	0.553786528	0.836385699	1.516727513
0.837586287	0.412339551	0.535474551	0.821249168	0.837586287	1.759934412
0.668307684	0.293713205	0.567056604	0.035793895	0.668307684	1.281494857
0.995768723	0.786500122	0.170714313	0.24866424	0.995768723	2.1215909
0.503612215	0.228160193	0.411137553	0.973703727	0.973703727	1.321134214
0.630487836	0.019261039	0.372844723	0.971028789	0.971028789	1.375725077
0.197380956	0.346768155	0.286131144	0.69643293	0.69643293	0.834613341
0.815204939	0.092266688	0.225354048	0.950392826	0.950392826	1.63574459
0.775549566	0.5203594	0.782329836	0.305185653	0.782329836	1.790899649
0.580850218	0.847112041	0.819870638	0.706265042	0.847112041	1.879021306
0.193930362	0.854714701	0.876543327	0.673820666	0.876543327	1.663346779
0.512724577	0.922674162	0.575459459	0.128936861	0.922674162	1.716522228
0.31562589	0.709773139	0.366230996	0.766254402	0.766254402	1.125815028
0.792556984	0.236345087	0.24959107	0.595057163	0.792556984	1.479693179
0.824638933	0.836875971	0.650833367	0.715785542	0.836875971	2.061572147
0.618680295	0.060984331	0.165278587	0.87846009	0.87846009	1.271304802
0.938646416	0.48975814	0.868277906	0.854141539	0.938646416	2.244949683
0.344650189	0.850251447	0.065468357	0.387378251	0.850251447	1.024699766
0.117341656	0.44864188	0.857935811	0.65038442	0.857935811	1.25661081
0.323926113	0.489200742	0.696118856	0.642345019	0.696118856	1.141588844
0.311812061	0.736154087	0.58967381	0.431717682	0.736154087	1.267471634
0.029759503	0.5249208	0.640836091	0.877848084	0.877848084	1.215121906
0.27874206	0.330408151	0.502091419	0.270529226	0.502091419	0.745683652
0.044880987	0.022168983	0.402576905	0.55602886	0.55602886	0.566967884
0.94766145	0.170954705	0.148793304	0.73549784	0.94766145	1.871160588
0.117237019	0.647422083	0.178238693	0.099403936	0.647422083	0.776562268
0.725415312	0.266154361	0.822194205	0.104104128	0.822194205	1.567252154
0.317981898	0.966079018	0.538684081	0.76972572	0.966079018	1.587602894
0.555147018	0.340644564	0.164073417	0.289908766	0.555147018	0.919225948
0.02272111	0.153636385	0.282441083	0.582885304	0.582885304	0.626794779
0.292577212	0.994273411	0.173505455	0.114750685	0.994273411	1.252386696
0.760537036	0.935626948	0.467557475	0.500860012	0.935626948	1.951502906
0.504923598	0.89717852	0.883608664	0.469838067	0.89717852	1.944881073
0.671291983	0.753975641	0.50400567	0.893946409	0.893946409	1.724587332
0.310263235	0.563945058	0.780849934	0.853848226	0.853848226	1.390467963
0.429993408	0.938027033	0.534534482	0.256230192	0.938027033	1.624329159
0.471071994	0.618541045	0.824128976	0.31345282	0.824128976	1.555795397
0.953000637	0.813552154	0.014477924	0.481483313	0.953000637	1.872989396
0.848544203	0.954209115	0.514988741	0.115480661	0.954209115	2.16564333
0.295411792	0.184566229	0.706200192	0.584274054	0.706200192	0.923809026
0.276479374	0.657265768	0.014148868	0.526068116	0.657265768	0.743006179
0.853220029	0.277826923	0.150899779	0.596451176	0.853220029	1.623128468
0.893728187	0.229458302	0.794758694	0.768655355	0.893728187	1.874842239
0.013430581	0.069259885	0.37856571	0.85829016	0.85829016	0.884689958
0.865078999	0.926253964	0.160896089	0.222211733	0.926253964	1.823646277
0.542749776	0.893435945	0.878905044	0.551095501	0.893435945	1.973258623
0.517656481	0.161067989	0.614753412	0.214784914	0.614753412	0.98173874
0.81699163	0.443685285	0.057175519	0.265933771	0.81699163	1.509834889
0.261304354	0.983086706	0.483763375	0.607191267	0.983086706	1.526948015
0.779009803	0.232439164	0.399191144	0.160406472	0.779009803	1.478653733
0.624948397	0.357604336	0.205449453	0.564668165	0.624948397	1.08897851
0.560786762	0.03165493	0.567883699	0.13015619	0.567883699	0.90034181
0.969428501	0.99687041	0.014227155	0.929830815	0.99687041	1.950844658
0.222566065	0.814670643	0.032594706	0.315736742	0.814670643	0.890760247
0.449546334	0.290076619	0.715723986	0.024645172	0.715723986	1.125430686
0.68623063	0.769048177	0.560985366	0.649344456	0.769048177	1.671385426
0.192764227	0.155284769	0.473160262	0.189434793	0.473160262	0.583792891
0.707233474	0.271090562	0.402717561	0.676393005	0.707233474	1.31658559
0.279638684	0.612796743	0.985368235	0.313115667	0.985368235	1.667396474
0.401483424	0.436838723	0.46731085	0.211397411	0.46731085	0.832639265
0.873159672	0.78499862	0.910414941	0.274874743	0.910414941	2.387497226
0.06586118	0.202098063	0.961510203	0.780670957	0.961510203	1.160167248
0.513807339	0.826402512	0.096887462	0.294825468	0.826402512	1.170468535
0.868416241	0.980133274	0.298849276	0.051115792	0.980133274	2.027192161
0.673240575	0.593899237	0.267704537	0.72662004	0.72662004	1.338862431
0.288338878	0.588460396	0.776700486	0.795545981	0.795545981	1.335742765
0.398764162	0.676258987	0.616789464	0.347711069	0.676258987	1.252381263
0.877167566	0.739076159	0.403594461	0.666429129	0.877167566	1.944877548
0.826157201	0.327747722	0.003027165	0.666728451	0.826157201	1.509685067
0.031374184	0.772535948	0.878299276	0.56362301	0.878299276	1.557801379
0.967684501	0.0972755	0.202863355	0.836327859	0.967684501	1.923831429
0.568284312	0.636520064	0.519202713	0.421941976	0.636520064	1.289950067
0.366662929	0.940895679	0.242730222	0.762700249	0.940895679	1.3037212
0.84589367	0.677516667	0.937359121	0.25698663	0.937359121	2.28797165
0.222034239	0.046174481	0.014040044	0.085557362	0.222034239	0.271981735
0.171863406	0.518940796	0.513864687	0.981868506	0.981868506	1.278070886
0.548474627	0.095147322	0.700618054	0.272420919	0.700618054	1.068104403
0.265662161	0.873515749	0.20350508	0.074912055	0.873515749	1.121857025
0.663300117	0.900319135	0.838727608	0.534691883	0.900319135	2.095408695
0.895092745	0.11268093	0.272778492	0.555957119	0.895092745	1.727020701
0.377187488	0.113523032	0.967052317	0.546862411	0.967052317	1.21910543
0.190080894	0.439136867	0.938024868	0.635169319	0.938024868	1.386076916
0.243204945	0.201423144	0.226439044	0.877165251	0.877165251	0.98192396
0.370276821	0.568643975	0.344546474	0.706155735	0.706155735	1.039184936
0.773660607	0.041131567	0.258091462	0.988713239	0.988713239	1.59787968
0.278956463	0.497922771	0.026575498	0.617878698	0.617878698	0.708927952
0.403963645	0.679381326	0.496020918	0.477934161	0.679381326	1.179555302
0.095139309	0.990012703	0.67724835	0.051435334	0.990012703	1.669548661
0.382980592	0.626046196	0.364485402	0.728445228	0.728445228	1.103304062
0.414625587	0.759825631	0.261432526	0.121789944	0.759825631	1.130383142
0.001899969	0.952319682	0.324006716	0.7999625	0.952319682	1.260881264
0.927610377	0.704535571	0.15918426	0.412513879	0.927610377	1.900222361
0.974906189	0.758043198	0.845722613	0.457714827	0.974906189	2.566442541
0.981776452	0.073388014	0.090813035	0.225823754	0.981776452	1.952326043
0.051253707	0.226557881	0.364341355	0.293039946	0.364341355	0.449512703
0.543756143	0.262490895	0.6796682	0.987972694	0.987972694	1.462050151
0.627488893	0.460092642	0.254702287	0.71295855	0.71295855	1.22388751
0.24088886	0.536476257	0.369790251	0.393815076	0.536476257	0.792887389
0.095276907	0.369301233	0.201347222	0.183194097	0.369301233	0.452736699
0.275055631	0.272109948	0.168233219	0.269321405	0.275055631	0.396489164
0.048816275	0.653961744	0.424945988	0.666720845	0.666720845	0.947002293
0.73912553	0.956510734	0.799880235	0.208635161	0.956510734	2.267911314
0.273299378	0.47672448	0.458606889	0.261584383	0.47672448	0.77004616
0.60462229	0.687403995	0.802694306	0.052225076	0.802694306	1.720037693
0.829772916	0.541063825	0.483502662	0.580971905	0.829772916	1.779901808
0.240276483	0.09621688	0.087518689	0.129002531	0.240276483	0.306430046
0.082812838	0.841662791	0.713359906	0.74019651	0.841662791	1.448929246
0.961475216	0.969321255	0.266949571	0.109201053	0.969321255	2.15251574
0.767053713	0.223114708	0.626438975	0.457410158	0.767053713	1.495192862
0.589963621	0.145032571	0.227275058	0.611840193	0.611840193	0.992859553
0.551564484	0.075429737	0.849727021	0.608255556	0.849727021	1.218045086
0.814870903	0.826285733	0.394772463	0.002888432	0.826285733	1.816495174
0.564345088	0.540344969	0.83332388	0.606218144	0.83332388	1.602091624
0.80402191	0.052328739	0.660723998	0.870076902	0.870076902	1.551102987
0.282502438	0.537747044	0.082612718	0.709024497	0.709024497	0.833256869
0.240380293	0.219787989	0.083466494	0.67390256	0.67390256	0.750030178
0.805999747	0.946956862	0.936922401	0.015306141	0.946956862	2.483817551
0.77568831	0.531582815	0.392680067	0.739346418	0.77568831	1.586122639
0.849932937	0.511681331	0.485132434	0.59169961	0.849932937	1.820552145
0.864866019	0.255782436	0.159151829	0.342787316	0.864866019	1.653567493
0.628180105	0.971519989	0.223229918	0.539827406	0.971519989	1.583002561
0.700545859	0.084521437	0.548806243	0.720869354	0.720869354	1.258019746
0.142527917	0.39503261	0.931952715	0.614057732	0.931952715	1.320418636
0.501861013	0.242792263	0.532304276	0.284323036	0.532304276	0.913408112
0.184698239	0.163563643	0.204199915	0.101038925	0.204199915	0.271713036
0.730731822	0.542929004	0.509000747	0.4481258	0.730731822	1.541052087
0.290501734	0.583341655	0.545119672	0.230340336	0.583341655	0.985723925
0.619309224	0.651911315	0.363388638	0.484316498	0.651911315	1.272352395
0.094661678	0.595055023	0.161459738	0.049423566	0.595055023	0.700093285
0.277771121	0.432454554	0.839761402	0.381999042	0.839761402	1.28007684
0.528977201	0.398691852	0.863978137	0.645679268	0.863978137	1.488256059
0.312477797	0.904932706	0.032963141	0.474245985	0.904932706	1.032404504
0.269262735	0.018202692	0.579353979	0.050345056	0.579353979	0.662402201
0.688715702	0.581191524	0.873100877	0.719447742	0.873100877	1.854869024
0.714667773	0.301136897	0.671708273	0.236672326	0.714667773	1.427693945
0.01133881	0.672617823	0.358012218	0.044403867	0.672617823	0.913551791
0.5863484	0.393043724	0.358909097	0.633739758	0.633739758	1.118611172
0.884521963	0.397031725	0.000469	0.850906574	0.884521963	1.667087275
0.98040412	0.741533381	0.407629471	0.949669184	0.98040412	2.243867218
0.389387453	0.904265	0.17961167	0.112019444	0.904265	1.218304136
0.352538861	0.549508041	0.813927801	0.233224995	0.813927801	1.385471321
0.65932257	0.159998927	0.223194517	0.898244802	0.898244802	1.368661936
0.198658857	0.938275991	0.120922866	0.725838151	0.938275991	1.091200354
0.839883716	0.469232775	0.5739995	0.53742901	0.839883716	1.81462775
0.987330562	0.987096905	0.973047659	0.179097388	0.987330562	2.922644534
0.478825538	0.59748233	0.352070356	0.328402785	0.59748233	1.037112042
0.109832476	0.893588516	0.21848933	0.628662464	0.893588516	1.100891245
0.017301578	0.090930279	0.296628819	0.482262219	0.482262219	0.509534105
0.898887573	0.746719989	0.02007538	0.331199921	0.898887573	1.72187713
0.35983696	0.863033187	0.952365434	0.278771957	0.952365434	1.903771048
0.448961985	0.646005052	0.371448148	0.094670648	0.646005052	1.087529296
0.652638644	0.282508829	0.328616406	0.095636447	0.652638644	1.17141288
0.253161674	0.838641943	0.696143654	0.976807036	0.976807036	1.624713135
0.306848239	0.165536284	0.54381364	0.01101344	0.54381364	0.727990371
0.545286775	0.187694043	0.388297682	0.935924637	0.935924637	1.306143466
0.715634284	0.978657602	0.225429058	0.731112758	0.978657602	1.711407892
0.541016387	0.848798414	0.552197015	0.489035034	0.848798414	1.610201096
0.904561807	0.960672431	0.524281291	0.21789112	0.960672431	2.282567077
0.126021511	0.248655156	0.603661061	0.189266665	0.603661061	0.769645918
0.493233717	0.141895148	0.897484133	0.506512313	0.897484133	1.268112277
0.622648712	0.363216951	0.072276792	0.145843787	0.622648712	1.036592287
0.402778804	0.028416295	0.425927937	0.16146144	0.425927937	0.600261996
0.285677894	0.809790359	0.040923475	0.703473229	0.809790359	0.924541653
